rec,_RAJ2000,_DEJ2000
3381,236.6002083,43.2876667
3384,236.7263333,44.8349722
3390,237.0113333,25.4393333
3395,237.29825,21.6846944
3398,237.4455833,12.3993333
3399,237.526625,25.0548333
3404,237.7557083,23.0157778
3409,238.023625,20.1452222
3410,238.0499583,34.0415278
3411,238.0691667,33.9415833
3421,238.4394167,41.3903611
3434,239.1095833,26.4638333
3444,239.5077083,14.9635556
3448,239.668125,17.06225
3450,239.6820833,26.8181389
3452,239.7590833,46.179
3455,239.8443333,2.7612778
3456,239.9185833,11.9750556
3459,240.044125,4.8905833
3462,240.1785,48.5579722
3463,240.2179583,17.5457778
3466,240.3535833,43.0836389
3468,240.3706667,19.3598889
3469,240.3752917,16.7556389
3470,240.470875,45.3519444
3471,240.49275,36.7020556
3472,240.55425,16.4262222
3473,240.55525,15.9375278
3477,240.694625,51.87325
3483,240.88175,49.3381667
3488,240.9885,16.3619167
3489,240.9915833,16.0005833
3491,241.0039167,25.9554167
3494,241.0956667,17.8781944
3498,241.2413333,14.1375833
3500,241.2690833,16.5455833
3502,241.3234167,23.7556667
3504,241.3736667,17.68075
3512,241.5577917,16.3229444
3513,241.5617917,18.1828889
3514,241.664125,27.8546111
3515,241.7995417,48.5725556
3518,241.8719583,13.8466944
3519,241.9497083,39.1947778
3532,242.541375,35.0944722
3534,242.5705833,29.1257778
3537,242.6825833,41.1485556
3539,242.736875,35.9863056
3546,242.8987083,24.0766111
3547,242.9865,16.7780278
3549,243.0469167,29.5741111
3550,243.0494583,6.1866944
3553,243.0984583,35.1749722
3554,243.1550417,39.4190278
3556,243.225375,11.1230833
3564,243.6945833,26.5588333
3569,243.7941667,11.2786389
3579,244.2160417,33.6644167
3580,244.2887917,34.8788889
3586,244.4514583,11.6841667
3590,244.5307083,21.0664444
3594,244.6576667,42.1406389
3598,244.7076667,22.4553333
3601,244.8430833,35.5750833
3602,244.9230417,36.08825
3610,245.3387083,40.31
3612,245.436125,40.2046667
3613,245.454375,47.0521111
3621,245.69425,39.5845833
3622,245.7000417,38.0343056
3626,245.9132917,50.9695833
3628,245.9928333,21.8205
3636,246.2022083,37.5176111
3637,246.2410417,50.3035833
3640,246.377,49.84025
3642,246.411125,40.0988333
3643,246.42475,37.5165833
3650,246.5339167,47.9206111
3657,246.653125,38.7781667
3658,246.6854583,14.38075
3659,246.8327917,21.6508611
3660,246.8693333,38.8691111
3664,246.9212083,40.2154444
3666,246.995625,39.3029167
3668,247.0481667,39.8219167
3669,247.0898333,40.9068056
3670,247.1040833,41.1684722
3671,247.1554167,39.6989167
3672,247.1850833,39.4738333
3675,247.2606667,20.0503611
3676,247.282625,40.6650278
3677,247.3040833,41.1508889
3678,247.3332917,39.429
3679,247.3814167,40.4128333
3684,247.4561667,40.2207778
3689,247.893875,40.5656111
3690,248.092875,25.9268889
3694,248.2899583,34.9263333
3698,248.5074583,41.3479167
3701,248.723625,23.2118611
3705,248.9146667,42.4612778
3715,249.2339583,44.3790278
3716,249.2515833,36.4534167
3720,249.4323333,25.2541389
3721,249.4465833,36.115
3722,249.4960833,20.1247778
3730,250.0269583,37.1913333
3738,250.46,37.7347778
3757,251.2450833,51.3080833
3762,251.3681667,19.6643611
3765,251.4585,43.8665
3766,251.4802083,24.3172222
3767,251.496625,35.4588889
3770,251.94675,38.6575556
3772,252.06275,25.2564722
3777,252.2329167,39.9103333
3778,252.2441667,40.0114167
3779,252.3065417,23.07775
3782,252.4986667,27.07475
3794,253.0461667,23.7444444
3795,253.0479583,22.7565278
3797,253.1095417,23.3325833
3805,253.4795417,24.8921944
3806,253.4844167,19.46775
3807,253.735375,23.7336111
3812,254.1825833,62.4729167
3815,254.3614583,40.7356389
3817,254.4465417,18.5402778
3818,254.4507083,27.4168889
3819,254.807625,33.1046944
3823,255.0954583,39.1559444
3833,255.5132917,25.4164167
3838,255.950625,31.18725
3845,256.3849583,24.4991389
3846,256.4620833,32.9753611
3851,256.8314167,31.4386944
3855,256.999,35.1419167
3862,257.5823333,56.7572778
3876,258.2893333,31.5820278
3894,259.6467083,56.0571389
3898,259.9827917,60.14925
3908,261.105125,53.5179167
3909,261.1284167,56.9097222
3914,261.4450417,59.6153611
3916,261.8085833,58.36525
3918,261.8412083,59.6438056
3925,262.4860833,58.3973889
3933,264.5388333,58.7149167
